,dia1,dia2,radius1,radius2,radius3,radius4,radius5,distance1,distance2,distance3,distance4,distance5,distance6,distance7,distance8,distance9,judgement
1944,9.06,10.99,25.97,29.77,28.89,6.44,20.04,64.98,23.16,36.62,99.42,125.88,181.11,38.04,15.79,22.7,0
1945,10.36,10.53,25.41,31.47,31.4,7.15,20.71,64.05,23.89,37.26,101.18,126.43,181.06,40.56,16.41,23.68,0
1946,10.4,10.31,25.69,31.8,30.91,7.26,20.55,65.0,22.59,37.65,101.08,126.86,181.58,38.34,16.19,23.38,0
1947,10.09,10.07,25.12,31.1,30.06,6.06,20.05,66.24,22.22,36.29,99.68,124.84,180.03,37.74,14.83,21.72,1
1948,10.09,9.94,24.81,31.04,29.82,5.95,20.13,66.56,22.04,35.89,99.77,125.46,180.03,37.87,15.15,22.24,1
1949,11.0,11.25,25.23,31.71,30.95,7.49,21.67,65.47,23.63,36.67,101.34,125.59,181.31,40.26,15.7,23.48,0
1950,10.08,10.02,25.16,31.0,30.0,6.09,20.18,65.74,21.82,36.24,99.88,124.84,180.38,37.79,15.13,22.15,1
1951,9.88,9.64,25.92,31.07,30.65,6.32,20.89,67.12,21.18,36.09,101.11,126.26,180.23,37.22,13.76,22.24,1
1952,9.77,9.4,24.32,29.76,28.1,5.55,19.63,65.56,20.28,35.16,98.68,124.49,178.82,37.5,13.85,21.36,0
1953,9.03,8.95,24.82,31.77,30.13,5.05,19.43,67.24,22.68,34.99,99.59,125.31,178.58,37.3,15.89,23.27,1
1954,10.03,9.91,25.09,31.09,29.97,5.91,19.99,65.93,22.2,36.02,100.41,125.31,179.54,38.21,15.04,21.86,1
1955,10.07,9.96,24.9,30.83,30.16,6.02,19.82,66.41,21.76,35.74,99.64,124.72,179.23,37.98,15.15,21.76,1
1956,10.07,10.02,25.02,31.07,29.94,6.09,20.01,66.3,21.86,36.21,100.1,124.59,179.32,38.17,14.82,21.91,1
1957,10.07,10.08,25.08,31.11,29.95,5.93,20.01,66.16,21.88,36.23,99.81,124.9,179.32,37.87,15.05,21.87,1
1958,9.91,10.03,24.91,31.13,29.9,6.04,19.91,65.9,21.72,36.2,99.84,125.06,180.13,38.22,15.29,21.96,1
1959,9.92,9.92,25.0,31.03,30.03,6.03,19.96,66.02,21.77,36.12,100.14,124.8,179.91,38.03,15.13,22.2,1
1960,10.01,9.97,25.14,31.07,30.02,6.02,20.12,66.16,22.15,36.18,99.81,124.95,179.55,38.18,14.82,22.28,1
1961,9.58,8.99,24.79,29.16,29.33,5.64,19.76,65.18,20.95,34.34,98.65,123.95,179.08,37.07,13.68,21.24,0
1962,8.41,9.34,23.67,30.63,28.51,4.23,19.12,64.55,21.36,34.41,99.43,124.4,178.78,37.23,14.66,20.74,0
1963,11.1,10.91,26.16,31.86,30.42,6.48,22.15,64.34,23.64,36.91,101.89,126.1,181.5,38.41,15.55,23.61,0
1964,10.67,10.3,24.66,31.95,29.84,6.82,20.0,65.67,20.84,35.69,99.24,125.92,181.19,37.36,14.63,21.9,1
1965,11.14,10.47,25.46,31.92,31.02,6.43,21.03,64.81,23.03,36.36,100.82,127.0,180.93,40.94,16.63,23.32,0
1966,8.14,9.76,23.53,29.98,29.35,4.88,18.21,64.33,21.18,35.63,99.31,123.38,178.13,36.72,13.03,21.63,0
1967,8.65,8.07,24.47,29.21,28.11,4.44,19.33,64.96,21.11,35.48,98.66,124.43,179.01,37.11,14.43,20.17,0
1968,9.95,10.0,24.97,30.93,29.98,6.08,19.93,66.56,22.2,35.83,99.91,124.67,179.35,38.21,15.2,22.12,1
1969,10.19,10.96,26.24,32.26,30.44,6.72,21.5,65.47,23.43,36.44,101.95,126.07,181.31,40.52,16.27,22.72,0
1970,10.07,10.02,25.17,30.95,30.06,6.08,20.07,66.21,22.28,35.9,99.91,125.14,180.0,38.03,15.12,22.09,1
1971,9.99,9.98,24.84,30.97,30.04,6.03,19.85,65.63,21.94,35.93,99.88,124.59,180.49,37.82,14.78,22.27,1
1972,10.58,9.88,25.34,30.09,30.22,5.68,21.19,65.5,22.96,35.66,98.73,125.8,180.03,37.4,15.36,21.86,0
1973,10.08,9.96,24.8,30.98,29.86,6.03,19.9,65.77,21.78,35.84,100.24,125.31,179.95,38.23,14.76,22.22,1
1974,10.09,9.95,24.88,31.02,29.92,6.07,19.87,66.0,21.71,35.85,99.89,125.33,179.52,38.09,14.91,21.78,1
1975,10.1,10.1,24.99,30.92,30.18,6.06,19.82,65.87,21.84,36.02,100.5,125.31,180.35,37.95,15.08,21.83,1
1976,10.17,8.59,24.34,31.91,30.74,5.07,20.49,65.94,21.66,35.41,99.45,123.64,181.78,37.5,14.92,21.61,0
1977,9.91,9.95,25.12,31.02,29.94,6.01,20.17,66.39,22.12,36.08,99.79,124.94,180.42,37.77,15.26,22.08,1
1978,10.8,10.66,26.46,31.28,30.76,7.19,21.91,64.26,23.41,37.91,101.6,126.87,181.61,38.96,16.98,22.67,0
1979,10.91,9.96,24.55,31.83,30.59,5.55,21.09,66.03,22.99,35.55,100.3,126.22,179.24,37.85,14.15,20.74,0
1980,10.54,10.53,25.6,32.24,31.36,6.64,21.76,64.92,23.31,37.57,101.9,125.59,181.18,38.73,16.75,22.37,0
1981,10.06,10.01,25.07,30.89,29.97,5.96,20.05,65.94,21.85,36.23,99.61,125.24,180.14,37.73,15.04,21.95,1
1982,10.81,10.11,26.73,32.52,30.35,7.06,21.92,64.39,22.63,37.01,101.14,126.61,181.69,39.32,15.32,22.8,0
1983,10.04,10.09,24.87,30.96,30.03,5.94,19.9,65.87,22.13,35.85,99.97,124.59,180.71,37.87,14.75,22.13,1
1984,10.0,10.06,25.18,31.07,29.83,5.92,19.88,66.4,22.09,35.73,100.44,125.37,179.36,38.29,14.87,22.28,1
1985,11.03,10.24,25.72,32.68,30.29,6.91,20.97,65.3,23.09,37.99,101.33,126.69,181.51,40.18,15.99,22.34,0
1986,10.03,10.08,24.97,31.19,30.2,5.99,20.18,65.82,22.09,36.27,100.1,125.3,180.22,37.71,14.9,22.01,1
1987,11.24,11.13,25.61,32.98,30.55,6.77,20.45,65.37,23.93,36.72,101.23,126.02,181.19,38.61,15.64,23.4,0
1988,10.03,10.1,24.94,31.09,30.04,6.02,19.89,66.24,21.9,36.24,100.38,124.99,179.92,37.77,14.75,22.26,1
1989,10.1,9.99,24.93,31.0,29.95,6.03,19.95,65.74,22.15,36.09,100.25,125.09,179.5,38.02,15.03,22.11,1
1990,10.57,11.09,26.25,31.73,30.71,6.95,21.99,65.1,23.49,37.42,101.36,125.56,181.3,38.99,15.84,22.71,0
1991,9.74,9.41,24.6,31.17,30.78,6.31,20.9,67.38,23.07,36.56,100.97,124.68,178.93,37.41,15.08,21.95,1
1992,10.09,9.97,24.85,31.06,29.94,6.09,20.18,66.33,21.82,36.26,99.77,125.13,180.73,37.71,15.27,22.24,1
1993,9.46,8.89,24.91,31.89,29.98,5.96,20.2,65.0,21.09,34.74,100.04,124.71,179.89,37.86,15.35,20.8,0
1994,9.91,10.04,25.05,31.07,29.96,5.97,20.19,66.6,21.94,36.08,99.6,124.89,179.57,38.28,15.07,22.11,1
1995,10.75,10.64,24.02,30.41,31.02,6.15,20.44,64.8,22.84,35.11,100.12,126.04,178.91,37.24,15.29,23.26,0
1996,10.04,10.0,24.95,30.84,30.07,5.95,19.85,65.67,21.87,36.19,99.88,125.31,180.19,37.72,15.05,22.26,1
1997,10.0,10.05,24.96,31.19,29.88,6.05,20.08,66.19,21.73,35.71,99.81,125.34,180.62,37.78,14.99,21.9,1
1998,9.93,9.99,25.01,31.08,29.9,6.02,19.92,66.4,21.85,36.09,100.4,125.23,180.6,38.13,14.82,21.72,1
1999,9.95,9.97,25.01,31.04,29.94,5.98,20.01,66.0,21.7,36.18,99.89,124.74,180.67,37.97,14.85,21.95,1
2000,8.78,8.82,24.71,30.83,29.84,6.92,18.88,66.86,22.05,35.83,101.44,126.08,180.05,38.85,14.82,21.56,1
2001,10.02,9.54,24.58,29.68,29.66,6.87,20.8,66.17,22.03,36.53,99.95,124.47,181.5,37.82,13.91,22.07,1
2002,10.04,10.0,25.12,30.96,30.0,6.07,19.85,66.11,22.21,35.81,99.75,125.32,179.66,38.2,15.08,21.76,1
2003,9.95,10.1,24.99,31.04,30.11,5.91,20.06,66.21,21.93,35.71,99.94,125.49,180.67,38.16,15.12,21.77,1
2004,9.98,10.0,25.1,30.93,29.99,6.08,20.04,65.87,21.75,35.84,99.69,124.63,179.74,38.23,15.25,22.21,1
2005,10.29,10.32,26.06,32.33,31.43,6.34,21.12,65.29,23.37,36.74,100.54,125.55,181.2,39.8,15.86,23.15,0
2006,10.04,10.07,24.95,30.98,30.17,6.05,19.86,66.43,22.12,36.24,99.57,124.67,179.28,38.0,14.97,22.16,1
2007,9.62,9.54,24.86,30.6,29.75,6.52,21.19,65.13,23.1,36.18,99.31,125.82,180.63,38.57,14.25,21.73,0
2008,8.51,9.24,24.93,30.08,29.59,6.4,20.97,65.96,21.15,36.86,101.15,124.04,179.76,37.05,13.98,21.86,1
2009,9.99,10.08,25.14,31.04,30.16,5.91,19.81,66.23,22.05,36.17,99.91,124.81,179.29,37.86,15.0,21.97,1
2010,9.42,8.3,24.57,29.72,29.05,5.58,18.87,65.0,21.61,34.65,99.16,123.51,179.09,37.46,14.05,20.96,0
2011,10.1,10.09,25.17,30.87,30.06,6.06,20.01,66.4,22.17,36.03,99.91,124.58,180.23,37.85,14.8,22.3,1
2012,10.09,8.67,24.33,30.06,30.36,5.7,19.21,66.19,23.04,35.31,99.95,124.4,181.28,37.71,14.45,22.32,0
2013,10.07,9.97,25.01,30.91,29.83,6.01,20.16,65.66,22.0,35.89,100.4,125.45,180.47,37.71,14.83,22.05,1
2014,10.09,10.0,24.91,30.8,29.86,6.0,19.81,66.01,22.25,36.19,99.63,125.28,180.11,37.9,14.74,21.74,1
2015,10.07,9.97,25.06,30.86,30.14,5.95,19.81,65.89,22.23,36.22,99.87,124.69,180.54,37.91,15.03,21.76,1
2016,10.46,10.25,25.71,31.47,30.58,7.41,22.22,65.03,23.17,36.43,101.12,126.5,181.61,39.02,16.01,23.49,0
2017,9.78,9.6,24.1,29.8,29.38,5.62,19.09,65.58,20.92,34.31,99.39,123.07,179.09,36.66,13.79,21.42,0
2018,8.84,8.48,24.68,29.85,28.14,5.37,18.78,65.57,20.82,35.46,99.2,123.84,178.86,37.03,14.06,21.52,0
2019,10.02,10.1,24.85,31.18,29.9,5.97,20.14,66.14,21.96,36.22,99.74,124.84,179.36,38.25,15.17,22.08,1
2020,9.92,10.04,25.11,31.12,30.0,6.03,19.87,66.3,21.96,36.14,99.57,124.84,179.47,37.89,15.17,22.23,1
2021,9.99,10.02,25.06,30.8,29.89,5.92,20.09,66.26,22.07,35.87,100.36,124.83,180.16,38.24,15.01,21.88,1
2022,9.94,10.01,25.06,31.19,29.86,6.09,20.05,66.06,22.11,35.87,100.36,124.84,179.42,37.83,14.78,21.97,1
2023,10.02,10.09,25.11,31.04,29.9,5.96,19.92,66.28,21.97,35.94,99.84,125.09,179.79,37.81,14.95,21.99,1
2024,9.99,10.04,25.01,30.91,30.07,6.04,19.9,66.29,21.82,36.14,99.86,124.59,180.6,38.23,15.01,21.78,1
2025,9.91,9.93,25.0,30.81,29.9,5.91,20.09,66.07,22.15,36.25,99.76,125.02,180.25,38.03,15.15,22.16,1
2026,10.06,9.93,25.1,31.17,29.97,5.96,19.83,66.37,22.19,35.86,99.99,124.56,180.75,37.81,15.21,22.22,1
2027,9.92,10.03,24.87,30.83,29.84,6.02,19.86,65.68,21.75,36.28,99.64,124.73,179.56,37.71,14.96,21.86,1
2028,9.05,9.44,25.33,30.96,29.0,5.5,20.17,66.04,22.98,35.19,98.91,123.74,180.32,38.04,15.93,21.54,1
2029,9.96,10.0,24.98,31.0,29.9,5.94,20.15,66.38,22.03,35.96,100.2,124.61,180.24,37.74,15.27,21.94,1
2030,9.59,10.36,24.95,31.33,30.57,5.0,20.68,65.12,22.69,35.12,100.32,124.53,181.51,38.78,13.84,21.08,1
2031,10.37,9.55,25.45,30.3,29.55,6.5,20.91,67.48,21.86,35.81,101.07,124.39,181.46,38.87,15.78,22.82,0
2032,9.94,10.04,25.0,31.12,30.11,5.98,20.09,65.97,22.18,36.21,100.05,124.88,179.44,37.71,15.24,21.9,1
2033,10.01,10.04,24.96,30.92,30.19,5.9,20.05,66.31,22.15,35.74,99.95,125.08,180.78,37.81,15.15,22.18,1
2034,10.6,10.37,25.53,30.7,29.93,5.19,20.84,66.05,21.45,36.86,99.86,125.63,181.42,37.93,14.99,21.93,0
2035,10.14,10.14,26.91,31.7,30.31,6.88,21.13,64.86,23.81,37.17,101.31,126.22,181.26,40.78,15.85,23.53,0
2036,10.07,10.0,24.84,30.96,30.17,6.06,20.04,66.11,21.75,36.17,100.11,125.3,180.1,38.26,14.77,21.87,1
2037,10.08,10.03,25.04,31.17,30.0,5.93,19.85,66.01,22.07,35.89,99.82,124.82,180.2,38.17,14.86,21.98,1
2038,9.71,8.06,23.53,30.06,28.43,4.6,18.63,65.12,20.1,34.14,98.93,123.73,178.58,36.43,14.14,20.31,0
2039,9.97,10.04,25.19,30.85,29.88,5.96,19.92,65.82,21.84,36.25,99.92,125.17,180.08,38.25,14.76,21.8,1
2040,9.93,9.91,24.9,30.9,30.1,5.92,20.12,66.08,22.24,35.7,100.44,124.54,180.21,37.9,14.89,21.74,1
2041,9.97,9.93,24.85,31.15,30.04,6.08,20.2,66.61,22.0,35.98,99.85,125.29,180.7,37.71,15.29,22.26,1
2042,9.91,10.04,24.89,30.95,30.18,5.96,20.08,66.38,22.25,36.19,100.09,124.8,179.3,38.1,15.18,22.04,1
2043,10.01,9.94,25.08,31.09,29.94,6.02,20.05,66.19,21.86,35.82,100.33,125.46,180.17,37.82,14.87,21.99,1
2044,9.96,9.98,25.06,30.89,30.16,5.99,20.12,65.88,22.0,35.82,99.98,124.7,180.78,37.77,15.22,21.7,1
2045,9.93,10.02,25.04,30.96,30.06,6.01,19.89,66.41,22.04,36.0,100.22,125.49,179.2,38.28,15.29,22.19,1
2046,10.0,10.07,25.13,30.9,29.95,6.01,19.88,66.02,21.88,35.78,100.23,124.89,179.81,37.93,14.86,21.76,1
2047,10.45,9.57,24.08,32.16,28.82,5.16,20.42,65.73,22.36,37.09,100.0,126.44,180.86,37.48,16.25,21.19,1
2048,9.51,10.76,24.92,30.91,30.49,6.36,20.89,67.5,22.88,35.73,99.49,124.48,180.32,37.38,16.01,20.82,1
2049,8.97,8.07,24.51,30.45,28.11,4.67,18.32,65.24,20.33,34.81,99.43,123.74,179.03,36.45,13.9,20.57,0
2050,10.62,10.83,26.5,31.67,31.21,7.01,21.11,64.5,23.98,36.55,101.89,125.61,181.61,40.79,16.65,22.73,0
2051,9.98,10.05,25.05,30.99,29.98,5.98,20.2,66.59,22.1,35.99,100.11,124.67,180.03,38.2,15.27,22.02,1
2052,10.04,9.98,24.87,31.11,29.9,6.06,19.91,66.2,21.76,35.75,100.28,125.07,179.93,37.99,14.83,22.18,1
2053,10.07,10.01,24.97,30.98,30.04,6.04,19.86,65.91,21.89,36.27,100.12,124.74,180.07,37.76,15.3,22.23,1
2054,10.06,9.98,25.0,31.15,30.16,6.03,20.07,66.26,21.88,36.08,100.09,124.98,180.32,38.15,15.03,21.96,1
2055,10.06,10.1,24.88,30.94,29.93,5.95,20.11,66.3,22.15,36.01,99.6,125.43,179.33,37.96,15.01,21.87,1
2056,10.38,8.95,24.86,30.48,30.27,7.04,19.45,67.35,22.61,36.65,100.12,123.83,181.48,37.92,15.2,22.08,1
2057,9.97,9.9,25.08,30.95,29.93,6.08,19.81,66.09,21.9,36.08,100.33,124.86,179.48,38.25,14.76,21.87,1
2058,9.93,9.95,25.06,31.02,29.89,5.98,19.83,66.26,22.3,36.02,99.76,125.4,180.63,37.81,14.72,22.2,1
2059,10.67,10.37,25.34,31.84,30.86,7.14,20.93,64.08,22.74,37.08,100.73,126.55,181.97,40.15,16.2,22.47,0
2060,9.1,10.82,25.96,31.4,30.71,5.55,19.54,64.92,20.98,36.27,98.66,124.05,180.25,37.35,14.13,23.29,1
2061,10.04,10.03,24.89,30.95,29.94,6.08,19.81,66.09,21.97,36.29,100.16,124.81,180.18,37.96,15.28,21.82,1
2062,9.99,10.02,25.09,30.95,30.19,6.06,19.86,65.7,22.28,36.2,100.3,125.06,180.34,38.07,14.8,21.94,1
2063,9.99,10.02,24.88,31.04,30.18,5.96,20.07,65.71,21.75,35.94,99.71,125.36,180.53,38.11,15.12,22.29,1
2064,10.0,9.99,24.84,31.12,29.99,6.0,20.14,65.95,22.01,35.92,99.98,125.35,179.44,38.1,15.25,22.02,1
2065,9.73,8.84,23.37,30.16,29.7,4.07,18.97,64.51,20.33,34.07,98.83,123.85,178.42,37.67,13.63,21.31,0
2066,10.38,10.31,26.48,31.53,30.67,7.37,22.45,65.39,22.42,36.84,100.78,126.01,181.43,39.71,16.4,22.65,0
2067,8.59,8.64,24.32,30.7,29.63,4.57,18.93,65.31,20.27,34.33,99.39,124.06,178.46,36.02,13.98,20.16,0
2068,9.93,10.1,25.01,30.98,29.94,6.03,19.81,66.56,22.22,35.87,99.76,125.43,180.07,38.09,14.95,22.17,1
2069,9.9,9.97,25.09,31.12,30.1,5.98,19.96,65.67,21.83,35.85,99.94,124.78,179.38,37.78,14.91,21.72,1
2070,10.01,10.07,25.12,30.86,30.09,6.03,19.81,65.88,21.99,35.79,100.29,124.9,180.41,37.93,15.12,22.1,1
2071,10.01,10.06,25.15,31.07,30.11,5.93,20.18,65.86,21.88,35.77,99.96,125.34,179.81,37.85,15.26,22.18,1
2072,10.07,9.98,24.97,31.18,29.94,6.01,20.11,66.2,22.05,35.77,99.88,125.21,180.74,38.28,15.13,22.0,1
2073,10.01,10.06,24.8,31.06,30.06,5.91,19.82,66.47,21.78,36.0,99.72,125.07,179.55,37.74,15.07,22.28,1
2074,10.08,10.04,25.06,30.89,29.97,6.04,20.18,66.16,21.9,35.76,100.43,125.47,180.21,38.22,15.26,21.98,1
2075,9.96,10.05,25.17,31.07,29.84,5.93,20.06,66.26,21.81,36.12,99.89,125.06,179.39,38.23,15.17,22.1,1
2076,10.73,10.52,25.36,31.77,30.5,6.31,20.6,64.56,22.61,37.58,101.71,126.92,180.96,38.92,16.58,22.7,0
2077,10.8,8.95,24.25,29.59,31.19,6.54,20.66,66.5,21.54,36.84,99.5,125.13,179.51,37.4,15.57,22.41,0
2078,10.47,8.59,24.52,29.69,30.84,5.99,19.82,65.13,22.63,34.8,101.27,125.3,178.81,37.51,15.64,21.33,1
2079,10.08,9.9,25.03,30.84,29.88,5.91,20.03,66.4,22.26,36.12,100.13,125.27,180.32,37.71,14.8,22.15,1
2080,10.04,10.04,24.99,31.04,29.93,6.05,20.06,66.12,21.92,35.95,99.81,124.53,179.5,37.88,15.03,21.97,1
2081,9.92,9.9,25.0,30.94,29.81,5.92,19.88,66.26,21.9,36.18,99.96,124.68,179.32,37.84,15.09,22.06,1
2082,9.95,10.0,25.18,30.85,29.89,5.96,20.01,66.38,22.19,35.89,99.86,124.84,180.53,37.86,15.06,21.74,1
2083,9.94,10.1,24.89,31.05,29.92,6.05,19.92,65.96,21.95,35.98,99.69,124.61,180.69,38.14,14.91,22.26,1
2084,10.03,9.92,25.06,30.83,29.88,5.94,19.96,66.05,21.96,36.14,100.01,125.49,180.77,37.83,14.96,21.95,1
2085,10.1,10.02,24.82,30.87,29.97,6.08,20.15,66.22,21.72,35.95,100.02,124.67,179.87,37.84,14.81,21.87,1
2086,10.02,10.02,25.17,31.16,30.16,5.93,20.09,66.5,22.0,36.03,100.32,125.43,180.18,38.01,15.22,21.97,1
2087,9.95,10.02,25.04,31.17,29.97,6.04,19.98,66.51,22.23,35.74,99.55,124.54,180.09,37.72,14.77,22.2,1
2088,9.23,10.92,25.72,31.37,30.11,5.64,20.14,67.48,21.18,36.47,99.05,124.39,178.62,37.23,15.06,21.19,1
2089,8.41,9.41,24.42,29.39,29.26,4.69,19.27,64.76,21.69,34.86,99.38,123.13,178.61,36.04,13.61,21.34,0
2090,10.04,10.05,25.13,31.0,30.06,6.03,19.93,65.89,22.15,35.71,99.75,125.13,179.65,37.71,15.05,21.78,1
2091,9.46,10.37,24.0,30.54,29.51,6.98,20.95,66.16,21.88,34.71,99.28,126.03,180.34,37.81,14.48,22.51,0
2092,10.04,9.95,25.11,30.99,30.18,6.05,19.81,65.67,22.18,36.1,99.78,124.7,180.23,38.12,14.7,21.91,1
2093,10.01,10.08,24.94,31.04,29.85,6.05,20.07,66.29,21.97,35.83,100.33,125.29,179.58,37.93,14.95,22.23,1
2094,9.58,8.09,24.68,29.86,28.52,4.61,19.08,65.23,20.83,35.36,98.38,123.29,179.19,37.23,13.4,20.74,0
2095,9.97,10.07,25.1,31.13,29.89,6.01,20.19,65.84,22.03,36.13,99.97,124.63,180.32,38.3,14.88,22.03,1
2096,9.76,9.19,23.59,30.28,29.41,4.42,19.41,65.43,20.57,35.47,98.08,123.79,178.35,36.14,14.42,21.59,0
2097,10.65,8.55,25.56,29.95,30.17,4.95,19.83,64.95,20.77,36.98,98.94,125.97,180.98,37.36,15.98,22.09,0
2098,10.07,9.97,25.13,31.04,29.82,5.97,20.04,66.35,22.03,36.29,99.69,124.83,180.6,37.85,15.17,22.26,1
2099,9.94,9.9,25.11,31.13,29.81,6.01,20.05,66.49,21.94,36.24,100.07,124.65,179.55,37.87,15.04,22.07,1
2100,9.98,9.98,24.9,31.07,29.86,6.02,20.03,66.16,21.82,35.79,99.69,124.66,179.5,37.96,15.08,22.04,1
2101,10.09,9.95,24.82,30.94,29.95,5.99,19.84,66.46,21.81,36.19,100.21,125.3,179.96,37.78,14.72,22.16,1
2102,8.67,10.19,24.34,31.17,30.95,5.18,19.73,65.29,21.72,35.31,99.64,124.79,180.15,38.68,15.73,23.16,0
2103,8.92,9.0,24.76,29.98,29.12,5.07,19.97,67.23,22.38,36.49,100.43,125.54,180.5,38.88,15.77,21.65,0
2104,10.09,9.98,24.88,31.11,30.03,6.03,20.09,66.52,21.88,35.74,99.61,124.63,179.38,38.23,14.72,22.01,1
2105,10.06,9.92,25.02,30.89,29.93,6.03,19.8,66.34,22.22,35.92,100.08,124.74,179.35,37.98,14.88,22.19,1
2106,10.05,10.02,24.86,31.11,30.05,6.05,20.15,66.09,21.83,36.03,99.82,124.77,180.49,38.18,15.24,21.87,1
2107,9.99,10.15,24.73,29.85,29.54,6.48,19.26,65.87,21.92,34.82,98.52,126.1,179.61,39.12,15.99,21.69,1
2108,9.92,9.96,25.07,30.86,30.07,6.07,19.84,65.64,21.89,35.75,99.55,124.99,179.45,38.07,14.98,22.25,1
2109,10.01,10.08,25.04,30.88,29.94,6.0,19.84,65.66,21.74,35.87,100.05,124.76,180.1,37.92,15.2,21.93,1
2110,9.95,9.97,25.08,31.11,29.88,5.94,20.11,66.39,21.86,35.77,99.57,125.47,179.58,38.23,14.84,22.17,1
2111,8.98,10.11,24.06,31.34,30.57,6.11,20.27,67.23,20.96,34.78,100.11,124.91,178.46,37.53,14.71,22.64,1
2112,10.64,10.44,24.49,30.72,30.58,5.9,18.91,66.3,22.55,35.94,101.15,126.38,181.57,37.33,16.22,21.67,1
2113,10.06,10.07,25.18,31.13,29.86,6.0,20.09,65.97,21.84,36.18,99.6,125.42,180.38,38.25,14.98,21.87,1
2114,10.07,10.0,24.94,30.89,29.84,5.94,20.18,66.39,22.24,35.98,99.91,125.5,180.52,37.88,15.02,21.75,1
2115,9.18,8.14,23.64,29.91,28.92,4.93,19.2,64.94,20.56,34.27,98.25,124.45,179.0,37.62,14.67,21.47,0
2116,10.03,9.95,25.17,31.05,29.86,6.02,20.15,66.29,22.07,36.27,100.44,124.59,179.66,37.77,14.86,22.3,1
2117,9.98,9.93,24.95,31.11,30.19,5.93,20.19,65.87,21.96,35.8,100.16,124.9,180.8,37.71,14.77,22.19,1
2118,10.07,10.0,25.14,30.93,30.13,5.96,19.96,65.72,21.78,36.26,99.91,124.55,180.69,38.11,15.0,21.95,1
2119,9.94,9.93,25.11,30.81,29.84,6.01,20.04,65.83,21.85,36.26,99.73,125.24,179.67,38.05,15.26,22.27,1
2120,9.98,10.02,24.85,30.86,29.98,6.07,20.02,66.4,21.7,35.99,99.66,125.43,179.88,37.71,15.28,22.2,1
2121,9.09,8.58,23.1,30.33,29.1,4.36,18.24,65.35,20.21,34.05,98.42,123.52,179.04,36.98,14.45,21.38,0
2122,10.0,10.0,25.17,31.1,30.07,5.91,20.13,66.11,21.76,36.16,100.09,125.43,180.76,37.94,14.8,22.2,1
2123,8.89,8.61,24.45,30.34,28.88,5.46,18.56,64.13,21.1,35.38,98.78,123.95,178.96,36.17,14.03,20.64,0
2124,10.59,10.31,25.45,29.98,29.34,6.31,19.29,66.95,21.76,35.87,100.63,126.12,179.92,38.99,14.49,22.47,1
2125,9.95,9.96,24.84,31.12,30.04,5.94,19.94,66.43,21.85,36.06,99.74,124.73,179.29,38.24,15.18,21.85,1
2126,10.03,9.98,24.86,30.98,29.94,6.07,19.85,66.57,21.85,36.08,99.52,124.86,179.72,37.95,14.88,21.83,1
2127,9.91,10.03,25.01,30.92,30.09,6.03,20.18,65.88,21.74,35.81,100.27,125.21,179.96,38.28,15.03,21.83,1
2128,10.43,9.26,24.21,30.96,30.78,5.24,20.39,66.52,22.77,35.54,100.77,123.95,179.76,38.97,14.71,21.98,1
2129,10.01,9.93,25.09,30.83,30.12,6.05,20.19,65.99,21.73,36.28,99.96,125.11,179.6,38.1,14.95,21.82,1
2130,10.03,10.07,25.09,31.0,30.07,5.9,20.04,66.22,22.26,36.16,99.7,125.09,179.91,38.12,15.19,21.84,1
2131,10.98,10.42,26.65,32.16,31.33,6.96,21.22,65.34,23.49,36.84,101.55,126.28,180.83,39.08,16.07,22.93,0
2132,11.18,10.4,25.41,31.33,31.47,6.86,20.57,65.34,23.96,37.81,100.68,126.61,181.0,39.16,15.35,23.43,0
2133,8.71,10.11,24.4,29.64,29.3,6.95,18.8,65.33,23.29,35.85,100.89,125.2,179.49,37.93,13.72,21.09,0
2134,9.98,10.08,25.06,31.1,30.02,5.93,20.05,66.59,22.24,36.25,100.22,124.79,180.32,38.05,14.97,22.11,1
2135,10.01,10.07,25.08,31.04,29.88,6.01,20.09,66.33,22.0,36.18,100.14,125.33,180.25,37.76,15.03,21.71,1
2136,10.03,10.06,25.05,31.12,30.09,5.97,19.89,66.5,22.01,36.06,99.86,125.45,179.37,37.74,14.89,21.94,1
2137,9.9,10.04,25.01,30.9,29.94,5.93,19.89,66.34,21.8,36.15,99.53,125.03,180.63,38.23,14.98,22.12,1
2138,9.99,10.03,25.1,31.11,29.99,6.02,20.07,66.04,22.25,35.98,99.82,124.6,179.62,38.03,14.79,21.73,1
2139,9.95,10.0,25.03,30.93,29.89,6.05,19.87,66.14,22.11,36.2,100.15,125.21,179.89,37.95,15.22,22.26,1
2140,9.34,8.69,23.88,29.19,28.33,5.83,19.09,64.22,20.11,35.19,99.15,124.37,179.12,37.04,13.88,21.3,0
2141,10.07,10.06,25.04,30.89,30.19,5.98,19.84,66.13,22.08,35.84,100.35,125.24,179.95,38.22,14.87,22.28,1
2142,10.15,9.58,24.01,30.26,30.7,5.4,20.11,66.96,21.74,36.01,99.84,124.53,180.81,37.97,15.39,20.72,0
2143,11.22,10.45,25.57,31.92,31.15,6.77,20.8,64.89,23.59,36.78,100.85,126.29,181.71,40.02,16.23,23.53,0
2144,10.09,9.88,24.07,31.09,29.6,5.86,20.31,66.42,22.57,35.14,101.45,125.78,180.24,38.95,15.22,21.57,1
